sample_id,text,text_clean,text_plm,label,label_id,word_count,source,original_split
136,"Nhìn chung, AI khá hữu ích cho Việc học tập và lập trình ,trả lời những câu hỏi thắt mắt","nhìn chung, ai khá hữu ích cho việc học tập và lập trình ,trả lời những câu hỏi thắt mắt","nhìn chung, ai khá hữu ích cho việc học tập và lập trình ,trả lời những câu hỏi thắt mắt",Bình thường,1,20,Khao_sat_AI,main
137,"AI này khá bổ ích giúp tôi giải quyết mọi vấn đề , đặc biệt là học tập.","ai này khá bổ ích giúp tôi giải quyết mọi vấn đề , đặc biệt là học tập.","ai này khá bổ ích giúp tôi giải quyết mọi vấn đề , đặc biệt là học tập.",Tích cực,2,18,Khao_sat_AI,main
138,"Theo quan sát, Rất tiện ích","theo quan sát, rất tiện ích","theo quan sát, rất tiện ích",Bình thường,1,6,Khao_sat_AI,main
139,"Trí tuệ nhân tạo (AI) là một bước tiến đột phá, không chỉ giúp tối ưu hóa hiệu suất công việc mà còn mở ra những khả năng sáng tạo vô hạn cho con người trong tương lai","trí tuệ nhân tạo (ai) là một bước tiến đột phá, không chỉ giúp tối ưu hóa hiệu suất công việc mà còn mở ra những khả năng sáng tạo vô hạn cho con người trong tương lai","trí tuệ nhân tạo (ai) là một bước tiến đột phá, không chỉ giúp tối ưu hóa hiệu suất công việc mà còn mở ra những khả năng sáng tạo vô hạn cho con người trong tương lai",Tích cực,2,38,Khao_sat_AI,main
140,"Trong quá trình học tập, AI rất thông minh và có thể đưa ra kết quả chính xác cho đa số các bài toán.","trong quá trình học tập, ai rất thông minh và có thể đưa ra kết quả chính xác cho đa số các bài toán.","trong quá trình học tập, ai rất thông minh và có thể đưa ra kết quả chính xác cho đa số các bài toán.",Tích cực,2,24,Khao_sat_AI,main
141,"Thực tế là, AI này cực kỳ hữu ích khí học tập và lập trình","thực tế là, ai này cực kỳ hữu ích khí học tập và lập trình","thực tế là, ai này cực kỳ hữu ích khí học tập và lập trình",Tiêu cực,0,15,Khao_sat_AI,main
143,Tôi không thích AI Cần cải thiện nhiều hơn.,tôi không thích ai cần cải thiện nhiều hơn.,tôi không thích ai cần cải thiện nhiều hơn.,Tiêu cực,0,9,Khao_sat_AI,main
144,"Trong quá trình học tập, Good Tôi rất hài lòng.","trong quá trình học tập, good tôi rất hài lòng.","trong quá trình học tập, good tôi rất hài lòng.",Tích cực,2,10,Khao_sat_AI,main
145,"AI giúp tiết kiệm thời gian, nâng cao hiệu suất làm việc và mang lại nhiều tiện ích trong cuộc sống.","ai giúp tiết kiệm thời gian, nâng cao hiệu suất làm việc và mang lại nhiều tiện ích trong cuộc sống.","ai giúp tiết kiệm thời gian, nâng cao hiệu suất làm việc và mang lại nhiều tiện ích trong cuộc sống.",Tích cực,2,21,Khao_sat_AI,main
146,.tốt tôi hay thường xuyên dùng,.tốt tôi hay thường xuyên dùng,.tốt tôi hay thường xuyên dùng,Tích cực,2,6,Khao_sat_AI,main
148,"Phải công nhận rằng AI rất hữu ích trong hỗ trợ học tập và lập trình, nhưng lạm dụng nó quá sẽ khiến ta lệ thuộc vào nó. Vì thế ta chỉ nên sử dụng nó với mục đích tham khảo (xem phải hiểu và tự làm được).","phải công nhận rằng ai rất hữu ích trong hỗ trợ học tập và lập trình, nhưng lạm dụng nó quá sẽ khiến ta lệ thuộc vào nó. vì thế ta chỉ nên sử dụng nó với mục đích tham khảo (xem phải hiểu và tự làm được).","phải công nhận rằng ai rất hữu ích trong hỗ trợ học tập và lập trình, nhưng lạm dụng nó quá sẽ khiến ta lệ thuộc vào nó. vì thế ta chỉ nên sử dụng nó với mục đích tham khảo (xem phải hiểu và tự làm được).",Tích cực,2,48,Khao_sat_AI,main
150,Al hỗ trợ tôi học và giải các bài tập khó giúp tôi,al hỗ trợ tôi học và giải các bài tập khó giúp tôi,al hỗ trợ tôi học và giải các bài tập khó giúp tôi,Tích cực,2,13,Khao_sat_AI,main
151,AI ngu lắm đi nhưng thông minh hơn tôi,ai ngu lắm đi nhưng thông minh hơn tôi,ai ngu lắm đi nhưng thông minh hơn tôi,Tích cực,2,9,Khao_sat_AI,main
153,"Trong quá trình học tập, AI có thể trả lời câu hỏi nhanh chóng, hỗ trợ học sinh hiểu bài và làm bài tập dễ dàng hơn.","trong quá trình học tập, ai có thể trả lời câu hỏi nhanh chóng, hỗ trợ học sinh hiểu bài và làm bài tập dễ dàng hơn.","trong quá trình học tập, ai có thể trả lời câu hỏi nhanh chóng, hỗ trợ học sinh hiểu bài và làm bài tập dễ dàng hơn.",Tích cực,2,27,Khao_sat_AI,main
154,AI giúp tìm kiếm thông tin nhanh chóng và hỗ trợ giải thích các vấn đề khó hiểu một cách đơn giản.,ai giúp tìm kiếm thông tin nhanh chóng và hỗ trợ giải thích các vấn đề khó hiểu một cách đơn giản.,ai giúp tìm kiếm thông tin nhanh chóng và hỗ trợ giải thích các vấn đề khó hiểu một cách đơn giản.,Tích cực,2,22,Khao_sat_AI,main
158,ai này giúp ích cho học tập rất nhiều vá tiện lợi,ai này giúp ích cho học tập rất nhiều vá tiện lợi,ai này giúp ích cho học tập rất nhiều vá tiện lợi,Bình thường,1,12,Khao_sat_AI,main
160,"Trong quá trình học tập, AI trợ giúp mình tìm hiểu các kiến thức mới, đưa ra lộ trình học tập Tuyệt vời!","trong quá trình học tập, ai trợ giúp mình tìm hiểu các kiến thức mới, đưa ra lộ trình học tập tuyệt vời!","trong quá trình học tập, ai trợ giúp mình tìm hiểu các kiến thức mới, đưa ra lộ trình học tập tuyệt vời!",Tích cực,2,23,Khao_sat_AI,main
162,AI giúp bạn giải quyết những bài khó khăn,ai giúp bạn giải quyết những bài khó khăn,ai giúp bạn giải quyết những bài khó khăn,Bình thường,1,9,Khao_sat_AI,main
163,AI giúp tôi rất nhiều trong học tập và đời sống,ai giúp tôi rất nhiều trong học tập và đời sống,ai giúp tôi rất nhiều trong học tập và đời sống,Tích cực,2,11,Khao_sat_AI,main
164,"Nhìn chung, AL khá hữu ít cho học tập và công việc","nhìn chung, al khá hữu ít cho học tập và công việc","nhìn chung, al khá hữu ít cho học tập và công việc",Bình thường,1,12,Khao_sat_AI,main
165,AI khá hữu ích như phải trả tiền để có câu hỏi chính xác hơn,ai khá hữu ích như phải trả tiền để có câu hỏi chính xác hơn,ai khá hữu ích như phải trả tiền để có câu hỏi chính xác hơn,Bình thường,1,15,Khao_sat_AI,main
166,"Mặc dù trí tuệ nhân tạo mang lại nhiều lợi ích đáng kể, nhưng nó cũng tồn tại một số hạn chế cần được xem xét kỹ lưỡng trước khi triển khai. Dưới đây là một số nhược điểm của trí tuệ nhân tạo bạn nên biết:","mặc dù trí tuệ nhân tạo mang lại nhiều lợi ích đáng kể, nhưng nó cũng tồn tại một số hạn chế cần được xem xét kỹ lưỡng trước khi triển khai. dưới đây là một số nhược điểm của trí tuệ nhân tạo bạn nên biết:","mặc dù trí tuệ nhân tạo mang lại nhiều lợi ích đáng kể, nhưng nó cũng tồn tại một số hạn chế cần được xem xét kỹ lưỡng trước khi triển khai. dưới đây là một số nhược điểm của trí tuệ nhân tạo bạn nên biết:",Tích cực,2,47,Khao_sat_AI,main
167,Al rất có lợi cho mọi người nó trợ giúp mỗi người giải thắc mắc trong vài phút mau lẹ gọn . Cần cải thiện thêm.,al rất có lợi cho mọi người nó trợ giúp mỗi người giải thắc mắc trong vài phút mau lẹ gọn . cần cải thiện thêm.,al rất có lợi cho mọi người nó trợ giúp mỗi người giải thắc mắc trong vài phút mau lẹ gọn . cần cải thiện thêm.,Bình thường,1,26,Khao_sat_AI,main
168,Al rất hữu ích trong việc soạn văn bản,al rất hữu ích trong việc soạn văn bản,al rất hữu ích trong việc soạn văn bản,Bình thường,1,9,Khao_sat_AI,main
170,"Theo quan sát, Al là một số thông tin rất hữu ích khi học tập và làm việc trong quá trình lập trình","theo quan sát, al là một số thông tin rất hữu ích khi học tập và làm việc trong quá trình lập trình","theo quan sát, al là một số thông tin rất hữu ích khi học tập và làm việc trong quá trình lập trình",Bình thường,1,23,Khao_sat_AI,main
171,Ai giúp con người xử lí thông tin nhanh hỗ trợ việc học và công việc,ai giúp con người xử lí thông tin nhanh hỗ trợ việc học và công việc,ai giúp con người xử lí thông tin nhanh hỗ trợ việc học và công việc,Tích cực,2,16,Khao_sat_AI,main
173,"AI giúp ích rất nhiều trong học tập có thể nói đến như là tra tìm tài liệu, tổng tài liệu, tổng hợp nội dung, làm bài tập, tiết kiệm thời gian.","ai giúp ích rất nhiều trong học tập có thể nói đến như là tra tìm tài liệu, tổng tài liệu, tổng hợp nội dung, làm bài tập, tiết kiệm thời gian.","ai giúp ích rất nhiều trong học tập có thể nói đến như là tra tìm tài liệu, tổng tài liệu, tổng hợp nội dung, làm bài tập, tiết kiệm thời gian.",Bình thường,1,32,Khao_sat_AI,main
176,AI này khá hữu ích khi học tập,ai này khá hữu ích khi học tập,ai này khá hữu ích khi học tập,Bình thường,1,8,Khao_sat_AI,main
177,AI rất hữu ích trong việc học một kiến thức gì đó theo chiều rộng,ai rất hữu ích trong việc học một kiến thức gì đó theo chiều rộng,ai rất hữu ích trong việc học một kiến thức gì đó theo chiều rộng,Tích cực,2,15,Khao_sat_AI,main
178,Ai rất hữu dụng khi làm việc và học tập,ai rất hữu dụng khi làm việc và học tập,ai rất hữu dụng khi làm việc và học tập,Tích cực,2,10,Khao_sat_AI,main
180,"AI rất hữu ích khi cần thiết kế hoặc làm những việc nhỏ nhưng tốn thời gian ví dụ lên thời gian biểu, phân chia công việc, hoặc take note các vấn đề","ai rất hữu ích khi cần thiết kế hoặc làm những việc nhỏ nhưng tốn thời gian ví dụ lên thời gian biểu, phân chia công việc, hoặc take note các vấn đề","ai rất hữu ích khi cần thiết kế hoặc làm những việc nhỏ nhưng tốn thời gian ví dụ lên thời gian biểu, phân chia công việc, hoặc take note các vấn đề",Tích cực,2,33,Khao_sat_AI,main
181,"AI đóng vai trò như một người trợ lý học tập đa năng, giúp cá nhân hóa lộ trình giáo dục, giải thích các khái niệm phức tạp một cách dễ hiểu và hỗ trợ tối ưu hóa quy trình nghiên cứu tài liệu.","ai đóng vai trò như một người trợ lý học tập đa năng, giúp cá nhân hóa lộ trình giáo dục, giải thích các khái niệm phức tạp một cách dễ hiểu và hỗ trợ tối ưu hóa quy trình nghiên cứu tài liệu.","ai đóng vai trò như một người trợ lý học tập đa năng, giúp cá nhân hóa lộ trình giáo dục, giải thích các khái niệm phức tạp một cách dễ hiểu và hỗ trợ tối ưu hóa quy trình nghiên cứu tài liệu.",Tích cực,2,44,Khao_sat_AI,main
182,Ai này rất thông minh và hữu dụng khi học tập,ai này rất thông minh và hữu dụng khi học tập,ai này rất thông minh và hữu dụng khi học tập,Tích cực,2,11,Khao_sat_AI,main
186,"AI có thể nói là một công cụ cực kì tiện lợi trong học tập và công việc, nhưng tôi thuộc kiểu người hạn chế sử dụng AI nhiều nhất có thể.","ai có thể nói là một công cụ cực kì tiện lợi trong học tập và công việc, nhưng tôi thuộc kiểu người hạn chế sử dụng ai nhiều nhất có thể.","ai có thể nói là một công cụ cực kì tiện lợi trong học tập và công việc, nhưng tôi thuộc kiểu người hạn chế sử dụng ai nhiều nhất có thể.",Bình thường,1,32,Khao_sat_AI,main
187,AI này có ích nếu dùng công cụ hỗ trợ trong học tập và vui chơi,ai này có ích nếu dùng công cụ hỗ trợ trong học tập và vui chơi,ai này có ích nếu dùng công cụ hỗ trợ trong học tập và vui chơi,Tích cực,2,16,Khao_sat_AI,main
188,Al này thực sự hữu ích trong học tập và lập trình,al này thực sự hữu ích trong học tập và lập trình,al này thực sự hữu ích trong học tập và lập trình,Bình thường,1,12,Khao_sat_AI,main
